"ocl";"chl";"chl2";"chl3";"chl4";"chl1a";"chl2a";"chl3a";"el";"bins"
"Macoma moesta";-3.87120101090789;-0.693147180559945;0;NA;NA;-1;0;NA;1;13
"Macoma optiva";-3.29583686600433;-0.405465108108164;-0.628608659422374;0.287682072451781;0.980829253011726;-1;-2;-1;0;13
"Macrocallista maculata";-2.7408400239252;0.405465108108164;0.405465108108164;0;1.6094379124341;1;1;0;0;13
"Mactromeris polynyma";-3.63758615972639;-0.287682072451781;0.628608659422374;0.628608659422374;NA;-1;0;0;0;13
"Magilus antiquus";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Malea camura";-3.00815479355255;1.38629436111989;0;1.38629436111989;NA;1;0;1;0;13
"Malea ringens";-3.46573590279973;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;13
"Mariacolpus plebeia";-3.72569342723665;0.693147180559945;0.693147180559945;1.38629436111989;2.07944154167983;1;1;2;0;13
"Marsupina bufo";-4.24611145069408;-0.693147180559945;0;NA;NA;-1;0;NA;0;13
"Meandrina variabilis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;13
"Megaxinus transversa";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Megayoldia thraciaeformis";-3.63758615972639;0;0;0;0.693147180559945;0;0;0;0;13
"Melanopsis impressa";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Melongena consors";-3.51154543883102;0;-0.405465108108164;-0.405465108108164;0.693147180559946;0;-1;-1;0;13
"Melongena melongena";-3.15700042115011;0.693147180559945;NA;NA;NA;1;NA;NA;0;13
"Mercenaria campechiensis";-4.34380542185369;0;-0.693147180559945;NA;NA;0;-1;NA;0;13
"Mercenaria cuneata";-4.34380542185369;0;0;NA;NA;0;0;NA;0;13
"Mesophyllum laffittei";-3.87120101090789;0;0.693147180559945;NA;NA;0;1;NA;1;13
"Mesophyllum sanctidionysii";-3.87120101090789;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;13
"Microdrillia trina";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Mitra flammea";-3.87120101090789;0;0;NA;NA;0;0;NA;0;13
"Mitra henekeni";-4.00733318523247;0;0;NA;NA;0;0;NA;0;13
"Mitra sowerbyi";-3.87120101090789;0;0;0;0.405465108108164;0;0;0;1;13
"Mitrella nana";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Mizuhopecten kulkensis";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Mizuhopecten matschiensis";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Modiolus ducatellii";-3.87120101090789;0;0;0;NA;0;0;0;1;13
"Modiolus tenuistriatus";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Monia macrochisma";-3.63758615972639;1.09861228866811;0.405465108108165;NA;NA;1;0;NA;0;13
"Montastrea cavernosa";-4.40060302024682;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;13
"Montastrea endothecata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;13
"Muracypraea woodringi";-3.63758615972639;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;13
"Musculus kryshtofovitschi";-3.87120101090789;-0.693147180559945;0;NA;NA;-1;0;NA;1;13
"Mya cuneiformis";-4.00733318523247;-1.09861228866811;-0.587786664902119;-0.182321556793955;0.916290731874155;-1;0;1;0;13
"Mya majanatschensis";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Mya truncata";-3.87120101090789;0;NA;NA;NA;0;NA;NA;0;13
"Mytilus canoasensis";-3.87120101090789;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;13
"Mytilus ochotensis";-3.87120101090789;-1.38629436111989;0;-0.693147180559945;0;-1;0;-1;1;13
"Nannodiella rintriada";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Nassarius parapristus";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Nassarius prysmaticus";-3.87120101090789;0;NA;NA;NA;0;NA;NA;0;13
"Nassarius serraticosta";-3.87120101090789;0;NA;NA;NA;0;NA;NA;0;13
"Nassarius tenuistriatus";-3.87120101090789;-0.693147180559945;0;NA;NA;-1;0;NA;1;13
"Natica cuspidata";-4.34380542185369;0;0;NA;NA;0;0;NA;0;13
"Natica gualteriana";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;13
"Natica helvacea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;13
"Natica rostalina";-4.34380542185369;0;0;NA;NA;0;0;NA;0;13
"Natica vitellus";-3.30810695859614;0;NA;NA;NA;0;NA;NA;0;13
"Naticarius canrena";-3.12500460925813;0.916290731874155;1.32175583998232;0.628608659422374;NA;1;2;1;0;13
"Naticarius stenopa";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Nemocardium jogjacartense";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Neopycnodonta cochlear";-3.87120101090789;0;0;NA;NA;0;0;NA;0;13
"Neopycnodonta navicularis";-3.72569342723665;0.405465108108164;0.405465108108164;NA;NA;1;1;NA;0;13
"Neverita duplicata";-4.34380542185369;0;0;0;0;0;0;0;0;13
"Neverita josephina";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Neverita josephinia";-3.87120101090789;-0.693147180559945;0;0;NA;-1;0;0;0;13
"Nodipecten estrellanus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;13
"Noetia reversa";-2.87167962488401;1.09861228866811;NA;NA;NA;1;NA;NA;0;13
"Nucula jeffreysi";-3.87120101090789;-0.693147180559945;0;NA;NA;-1;0;NA;1;13
"Nucula laevigata";-3.87120101090789;0;0;0;NA;0;0;0;0;13
"Nucula nucleus";-3.87120101090789;-0.693147180559945;-0.980829253011726;-0.980829253011726;NA;-1;-2;-2;0;13
"Nucula psjakauphensis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;13
"Nucula taphria";-4.34380542185369;0;0;NA;NA;0;0;NA;0;13
"Nuculana chinaensis";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Nuculana pernula";-3.87120101090789;0;NA;NA;NA;0;NA;NA;0;13
"Nuculana tatarica";-4.34380542185369;-0.405465108108164;0.693147180559946;NA;NA;-1;0;NA;0;13
"Odostomia conoidea";-3.87120101090789;-0.693147180559945;0;-0.693147180559945;0;-1;0;-1;1;13
"Oliva cylindrica";-3.00815479355255;1.38629436111989;2.07944154167983;2.07944154167983;NA;1;2;2;0;13
"Oliva woolnoughi";-4.34380542185369;0;0;NA;NA;0;0;NA;0;13
"Orbulina universa";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;13
"Ostrea edulis";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;13
"Ostrea messor";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;13
"Palmerella ranikoti";-3.42994679494814;1.09861228866811;NA;NA;NA;1;NA;NA;0;13
"Panomya ampla";-3.87120101090789;0;-0.693147180559945;NA;NA;0;-1;NA;0;13
"Panopea goldfussii";-3.63758615972639;0;0;NA;NA;0;0;NA;0;13
"Paphia kamtschatica";-3.87120101090789;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;13
"Papyridea kipenense";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Paracyathus turonensis";-3.87120101090789;0;-0.405465108108164;0.287682072451781;NA;0;-1;0;1;13
"Paratectonatica tigrina";-3.87120101090789;-0.693147180559945;0;0;-1.09861228866811;-1;0;0;1;13
"Parvicardium scabrum";-3.87120101090789;-0.693147180559945;0;NA;NA;-1;0;NA;0;13
"Pecten aduncus";-3.63758615972639;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;13
"Pecten benedictus";-3.30810695859614;0;NA;NA;NA;0;NA;NA;0;13
"Pecten revolutus";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Pectunculina aoteana";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Pelecyora islandicoides";-4.34380542185369;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;13
"Periploma pulchella";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Perrona jouanneti";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Persististrombus preoccupatus";-4.34380542185369;0;0;NA;NA;0;0;NA;0;13
"Petaloconchus sculpturatus";-3.00815479355255;1.38629436111989;0.693147180559945;0.287682072451781;NA;1;0;-1;0;13
"Phacoides anodonata";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Pholadidea kamtschatica";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Pholadomya falconensis";-3.15700042115011;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;1;13
"Pirenella disjuncta";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Pirenella picta";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Pitar gretschischkini";-3.15700042115011;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;13
"Pitar kavranensis";-3.87120101090789;0;-1.09861228866811;-0.405465108108165;NA;0;-1;0;1;13
"Plagiocardium papillosum";-3.46573590279973;-0.693147180559945;-0.693147180559945;NA;NA;-1;-1;NA;0;13
"Plectodon granulatus";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Pleurofusia fusinus";-3.63758615972639;0.693147180559945;NA;NA;NA;1;NA;NA;0;13
"Pleurotomella mioweberi";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Plicatula densata";-4.34380542185369;0;0;-1.38629436111989;-0.875468737353899;0;0;-1;0;13
"Polinices callosior";-3.63758615972639;0;NA;NA;NA;0;NA;NA;0;13
"Polinices cumingianus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;13
"Polinices redemptus";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Polinices stanislasmeunieri";-2.77258872223978;1.6094379124341;NA;NA;NA;1;NA;NA;0;13
"Porites baracoaensis";-3.32323584019245;0.693147180559945;NA;NA;NA;1;NA;NA;0;13
"Porites collegniana";-3.63758615972639;-0.693147180559945;0.22314355131421;-0.182321556793954;-0.470003629245735;-1;0;-1;0;13
"Porites portoricensis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;13
"Porites waylandi";-4.21950770517611;0;0;0;-0.405465108108164;0;0;0;0;13
"Potamides suprasulcatus";-3.29583686600433;0;-0.405465108108164;-0.693147180559945;-0.405465108108164;0;-1;-2;0;13
"Propebela parva";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Protoma rotifera";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Psammotreta slodkewitschi";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Pseudamussium lilli";-3.87120101090789;-1.09861228866811;0;0;NA;-1;0;0;1;13
"Pusula suffusa";-3.87120101090789;0;NA;NA;NA;0;NA;NA;0;13
"Raeta undulata";-2.87167962488401;1.09861228866811;1.09861228866811;1.09861228866811;1.09861228866811;1;1;1;0;13
"Retusa elongata";-3.87120101090789;-1.09861228866811;0;0;NA;-1;0;0;1;13
"Retusa subangystoma";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Reussella spinulosa";-4.58496747867057;0;0;NA;NA;0;0;NA;0;13
"Ringicula buccinea";-3.15700042115011;0;0.693147180559945;0.693147180559945;0.693147180559945;0;1;1;1;13
"Ringicula semistriata";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Roxania utriculus";-3.87120101090789;-1.09861228866811;0;0;0;-1;0;0;1;13
"Scacchia degrangei";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Scaphander grateloupi";-3.87120101090789;-0.693147180559945;0;NA;NA;-1;0;NA;1;13
"Scapharca diluvii";-2.57768838323897;0;0.405465108108164;0.405465108108164;NA;0;1;1;0;13
"Sconsia grayi";-3.51154543883102;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;0;13
"Semele laevis";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;13
"Semicassis bicoronata";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Semicassis miolaevigata";-2.73002910782098;-0.287682072451781;0.810930216216329;NA;NA;-1;0;NA;1;13
"Septifer magnificus";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Septifer oblitus";-3.87120101090789;0;1.09861228866811;NA;NA;0;1;NA;1;13
"Serpulorbis granifera";-3.15700042115011;0.693147180559945;NA;NA;NA;1;NA;NA;0;13
"Serpulorbis papulosus";-2.57768838323897;0.287682072451781;1.38629436111989;NA;NA;1;2;NA;0;13
"Serripecten semilaevis";-3.63758615972639;0;0.693147180559945;NA;NA;0;1;NA;0;13
"Serripes ochotensis";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Siderastrea crenulata";-4.34380542185369;0;0;-0.693147180559945;0;0;0;-1;0;13
"Siderastrea froehlichiana";-3.87120101090789;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;13
"Siderastrea miocenica";-4.34380542185369;0;0.405465108108164;0;0.287682072451781;0;1;0;0;13
"Siderastrea siderea";-4.42911467077278;0;0;0;0;0;0;0;0;13
"Sigaretotrema subinfundibulum";-3.87120101090789;0;0;0.693147180559945;NA;0;0;1;1;13
"Sigmoilina tenuis";-3.87120101090789;0;-0.693147180559945;-0.693147180559945;NA;0;-1;-1;0;13
"Siliqua alta";-3.87120101090789;0;NA;NA;NA;0;NA;NA;0;13
"Sinum gabbi";-3.15700042115011;0.693147180559945;0;0.693147180559945;NA;1;0;1;0;13
"Solariorbis strongylus";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Solenastrea hyades";-4.58496747867057;0;0;-0.693147180559945;NA;0;0;-1;0;13
"Solenosteira falconensis";-3.72569342723665;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;13
"Sorgenfreispira sorgenfreii";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Spaniodontella nitida";-3.87120101090789;-0.693147180559945;0;NA;NA;-1;0;NA;1;13
"Spisula sachalinensis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Spisula subtruncata";-3.88156379794344;0.405465108108164;NA;NA;NA;1;NA;NA;0;13
"Spondylus bostrychites";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;0;13
"Spondylus concentricus";-4.00733318523247;0;0;NA;NA;0;0;NA;0;13
"Stephanocoenia duncani";-4.21950770517611;0;0;NA;NA;0;0;NA;0;13
"Stephanophyllia elegans";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Stephanophyllia imperialis";-3.87120101090789;-0.693147180559945;0;-0.693147180559945;NA;-1;0;-1;1;13
"Stewartia anodonta";-4.34380542185369;0;0;NA;NA;0;0;NA;0;13
"Stigmaulax guppiana";-2.26436388017385;0.287682072451781;1.38629436111989;NA;NA;1;2;NA;0;13
"Striarca lactea";-4.58496747867057;0;0.405465108108164;NA;NA;0;1;NA;0;13
"Striarca sculptilis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Strioterebrum gatunensis";-2.56494935746154;1.38629436111989;1.38629436111989;NA;NA;1;1;NA;0;13
"Strioterebrum gausapatum";-3.30810695859614;1.09861228866811;NA;NA;NA;1;NA;NA;0;13
"Strioterebrum raptum";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Strioterebrum spiriferum";-2.46385324059017;1.6094379124341;NA;NA;NA;1;NA;NA;0;13
"Strombina colinensis";-2.87167962488401;0.405465108108164;0.405465108108164;NA;NA;1;1;NA;0;13
"Strombina lessepsiana";-2.87167962488401;1.09861228866811;NA;NA;NA;1;NA;NA;0;13
"Strombus proximus";-3.72569342723665;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;13
"Stylophora affinis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;13
"Stylophora granulata";-3.28091121578765;0.693147180559945;0.693147180559945;0.693147180559945;0.287682072451781;1;1;1;0;13
"Stylophora minor";-3.51154543883102;0;NA;NA;NA;0;NA;NA;0;13
"Stylophora monticulosa";-3.51154543883102;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;13
"Tanea hamiltonensis";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Tarbellastraea reussiana";-2.16905370036952;0.336472236621213;1.21194097397511;0.988797422660903;1.90508815453506;1;2;1;0;13
"Tectonatica miopusilla";-3.87120101090789;-0.693147180559945;0;0;0;-1;0;0;1;13
"Teinostoma pycnum";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Tellina luteus";-3.87120101090789;0;NA;NA;NA;0;NA;NA;0;13
"Tellina planata";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Temblornia virgata";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Terebra cucurrupiensis";-3.15700042115011;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;1;13
"Terebra inornata";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Terebra sulcifera";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;13
"Terebralia dentilabris";-4.34380542185369;0;0;-0.693147180559945;NA;0;0;-1;0;13
"Tesseracme dissimile";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Thracia condoni";-3.87120101090789;0;-0.693147180559945;NA;NA;0;-1;NA;1;13
"Tibia butaciana";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Tibia powisi";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Torcula alitilira";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Torcula variabilis";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Torquifer colombiana";-3.87120101090789;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;13
"Trachycardium denticostulatum";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Trachycardium multicostatum";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Trigoniocardia aminensis";-3.29583686600433;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;0;13
"Trinitasia sanctiandreae";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;13
"Trochocyathus microphyllus";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Tucetona pectinata";-2.25758772706331;0;1.09861228866811;0.405465108108165;1.50407739677628;0;1;0;0;13
"Turbo petholatus";-3.63758615972639;-0.693147180559945;0;NA;NA;-1;0;NA;0;13
"Turbonilla gastaldi";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Turritella abrupta";-3.00815479355255;1.38629436111989;1.38629436111989;1.38629436111989;0.693147180559945;1;1;1;0;13
"Turritella altilira";-3.00815479355255;0.287682072451781;0.064538521137571;0.757685701697516;0.757685701697516;1;0;1;0;13
"Turritella bandongensis";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Turritella bicarinata";-3.87120101090789;-0.693147180559945;0;0.693147180559945;0.693147180559945;-1;0;1;0;13
"Turritella bifastigata";-2.77258872223978;1.6094379124341;1.6094379124341;1.6094379124341;1.6094379124341;1;1;1;0;13
"Turritella gatunensis";-3.00815479355255;0;1.38629436111989;0.693147180559945;1.38629436111989;0;1;0;0;13
"Turritella matarucana";-3.30810695859614;1.09861228866811;1.09861228866811;1.09861228866811;NA;1;1;1;0;13
"Turritella subangulata";-3.15700042115011;-0.693147180559945;0.405465108108165;0.405465108108165;0.405465108108165;-1;0;0;0;13
"Turritella subvariabilis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Turritella turris";-3.63758615972639;0;NA;NA;NA;0;NA;NA;0;13
"Turritella vistana";-4.34380542185369;0;0;NA;NA;0;0;NA;0;13
"Typhina obesa";-3.87120101090789;0;0;-0.693147180559945;NA;0;0;-1;1;13
"Umbilicosphaera jafari";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Umbilicosphaera rotula";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Ventricolaria harrisiana";-3.87120101090789;0;-0.693147180559945;-1.38629436111989;0;0;-1;-2;0;13
"Venus multilamella";-3.63758615972639;-0.405465108108164;0.287682072451781;-0.405465108108164;NA;-1;0;-1;0;13
"Vexillum gembacana";-3.63758615972639;0;NA;NA;NA;0;NA;NA;0;13
"Vicarya callosa";-3.63758615972639;0;0;NA;NA;0;0;NA;0;13
"Vokesimurex messorius";-3.09104245335832;0.405465108108164;0.810930216216328;1.50407739677627;2.60268968544438;1;2;3;0;13
"Volema junghuhni";-3.87120101090789;0;0;NA;NA;0;0;NA;1;13
"Volvulella oxytata";-3.63758615972639;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;0;13
"Volvulella phoinicoides";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;13
"Yoldia chojensis";-3.63758615972639;0.693147180559945;0.693147180559945;0.693147180559945;0;1;1;1;0;13
"Yoldia glaberrima";-3.87120101090789;-0.693147180559945;0;0;0;-1;0;0;1;13
"Yoldia nabiliana";-3.87120101090789;-0.693147180559945;-0.693147180559945;0;-0.693147180559945;-1;-1;0;1;13
"Yoldia nitida";-3.63758615972639;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;0;13
"Yoldia rekinnensis";-3.87120101090789;0;NA;NA;NA;0;NA;NA;1;13
"Zenatiopsis angustata";-4.00733318523247;0;0;NA;NA;0;0;NA;0;13
"Acanthina obesa";-3.29583686600433;0.693147180559945;NA;NA;NA;1;NA;NA;0;14
"Acanthocardia echinata";-3.21386328304466;0.693147180559945;NA;NA;NA;1;NA;NA;0;14
"Acar plicata";-3.63758615972639;0.693147180559945;NA;NA;NA;1;NA;NA;0;14
"Acar trapeziformis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Acharax johnsoni";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Acila castrensis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Acila isthmica";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Acila plana";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Acropora emanuelae.1";-4.34380542185369;0;0;NA;NA;0;0;NA;1;14
"Acropora horrida";-3.63758615972639;0.693147180559945;NA;NA;NA;1;NA;NA;0;14
"Acropora samoensis";-4.34380542185369;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;14
"Acrosterigma linguatigris";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;14
"Acteocina bullata.1";-4.43081679884332;-0.693147180559945;0;NA;NA;-1;0;NA;0;14
"Acteocina canaliculata";-4.06731588983418;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Adrana newcombi";-4.00733318523247;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Aequipecten opercularis.1";-5.16478597392351;-1.09861228866811;-1.50407739677627;NA;NA;-1;-2;NA;0;14
"Aequipecten paranensis";-3.63758615972639;0;NA;NA;NA;0;NA;NA;1;14
"Aethesolithon grandis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Agaricia agaricites";-3.27714473299218;1.09861228866811;NA;NA;NA;1;NA;NA;0;14
"Agaricia lamarcki";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;14
"Agaronia burchi";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Agaronia testacea.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;14
"Agatrix beatrix";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Agladrillia lassula";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Alabina canaliculata";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Alca torda";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Aloidis scaphoides";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;14
"Alveinus rotundus.1";-4.34380542185369;-0.693147180559945;-0.693147180559945;NA;NA;-1;-1;NA;1;14
"Alveolinella quoyi";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Alveopora daedalea";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;14
"Alveopora polyacantha";-4.34380542185369;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;14
"Amalda albocallosa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Amalda glandiformis.1";-4.34380542185369;-0.693147180559945;-1.09861228866811;NA;NA;-1;-2;NA;1;14
"Amalda macbeathi";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Amarophos dentalis";-3.63758615972639;0.693147180559945;NA;NA;NA;1;NA;NA;1;14
"Amaura guppyi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Ammonia beccarii";-3.29583686600433;0.693147180559945;NA;NA;NA;1;NA;NA;0;14
"Amoria undulata";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Amphiroa prefragilissima";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;14
"Amphithalmus jeffcoati";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Amusium mimyum";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Amusium mortoni";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;14
"Amusium papyraceum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Amusium paris";-4.34380542185369;-1.09861228866811;NA;NA;NA;-1;NA;NA;1;14
"Amusium toulae.1";-3.30810695859614;0.405465108108165;1.09861228866811;1.09861228866811;NA;1;2;2;0;14
"Anachis fraudans";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Anadara actinophora";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Anadara andrewsi";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Anadara antiquata";-2.11399392318649;1.38629436111989;NA;NA;NA;1;NA;NA;0;14
"Anadara berjadinensis";-4.34380542185369;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;14
"Anadara biformis";-4.43081679884332;-1.09861228866811;NA;NA;NA;-1;NA;NA;0;14
"Anadara chiriquiensis.1";-4.00733318523247;0;0;0;-1.09861228866811;0;0;0;0;14
"Anadara dariensis.1";-3.30810695859614;0.405465108108165;1.09861228866811;0.405465108108165;1.09861228866811;1;2;1;0;14
"Anadara democraciana";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Anadara filicata";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;14
"Anadara golfoyaquensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Anadara grandis.1";-4.00733318523247;-1.38629436111989;-0.980829253011726;-0.287682072451781;NA;-1;0;1;0;14
"Anadara henekeni";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Anadara hindsi";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Anadara inaequilateralis";-3.30810695859614;1.09861228866811;NA;NA;NA;1;NA;NA;0;14
"Anadara lienosa.1";-4.81014976667463;-0.693147180559945;0;NA;NA;-1;0;NA;0;14
"Anadara ninohensis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Anadara notabilis";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
