"ocl";"chl";"chl2";"chl3";"chl4";"chl1a";"chl2a";"chl3a";"el";"bins"
"Turritella gonostoma";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Turritella guppyi";-3.30810695859614;0.405465108108164;NA;NA;NA;1;NA;NA;1;16
"Turritella holmesi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Turritella maiquetana";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Turritella matarucana.3";-4.43081679884332;0;-0.693147180559945;-1.09861228866811;1.11022302462516e-15;0;-1;-2;1;16
"Turritella perattenuata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Turritella perexilis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Turritella pilsbryi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Turritella planigyrata.2";-4.43081679884332;0;0;-0.693147180559945;NA;0;0;-1;1;16
"Turritella pontoni";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Turritella saushuensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Turritella subangulata.1";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Turritella tricarinata";-3.51154543883102;-0.405465108108164;NA;NA;NA;-1;NA;NA;0;16
"Turritriton domingensis.2";-4.43081679884332;-0.693147180559945;-0.693147180559945;-1.79175946922805;NA;-1;-1;-2;1;16
"Typhina alata.2";-4.43081679884332;-0.693147180559945;-0.693147180559945;-0.693147180559945;NA;-1;-1;-1;1;16
"Typhina expansa.1";-3.00815479355255;0.693147180559945;1.38629436111989;NA;NA;1;2;NA;1;16
"Typhinellus labiatus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Typhinellus sowerbii.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Typhinellus tetrapterus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Typhis horridus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Undulostrea megodon";-2.54944517092557;-0.182321556793955;NA;NA;NA;-1;NA;NA;0;16
"Uromitra plicatulum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Urosalpinx phrikna";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Urosalpinx trossula";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Uvigerina peregrina";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Varicospira cancellata";-3.51154543883102;1.38629436111989;NA;NA;NA;1;NA;NA;0;16
"Varicospira crispata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Vasum haitensis.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Vasum muricatum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Venerupis aurea";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Ventricolaria blandiana.2";-4.43081679884332;-0.693147180559945;-0.693147180559945;-0.693147180559945;NA;-1;-1;-1;1;16
"Ventricolaria harrisiana.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Venus foveolata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Vermetus javanus.2";-4.43081679884332;0;-0.693147180559945;-0.28768207245178;NA;0;-1;0;1;16
"Vermicularia spirata.2";-3.46573590279973;0.693147180559945;1.38629436111989;0.693147180559945;NA;1;2;1;0;16
"Vermicularia trilineata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Vermicularia woodringi.2";-4.21950770517611;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;0;16
"Vexillum amanda";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Vexillum bataviana.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Vexillum formosense";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Vexillum limiticum";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Vexillum strasfogeli";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Vitrinella venezuelana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Viviparus javanicus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Vokesimurex messorius.3";-3.09104245335832;0;1.09861228866811;0;0.405465108108164;0;1;0;0;16
"Voluta alfaroi";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Volutifusus mutabilis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Volvarina avena";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Volvarina lustra";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Xenophora delecta.2";-3.30810695859614;0.405465108108164;1.09861228866811;0.405465108108164;NA;1;2;1;1;16
"Xenophora deshayesi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Yabepecten tokunagai";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Yoldia notabilis.2";-4.43081679884332;-1.09861228866811;-2.19722457733622;-1.79175946922805;NA;-1;-2;-1;1;16
"Yoldia philippiana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Yoldia seminuda.1";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Yoldia semistriata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Yoldia similis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Yoldia supraoregona";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Zamorapecten maoensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Zebina caribella";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Zonaria raymondrobertsi";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Zonaria spurcoides";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Abra aequalis.1";-3.16758253048065;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Abra alba";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Abra subreflexa";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Acanthastrea hemprichi";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Acanthastrea hillae";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Acanthina unicornis.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Acanthocardia echinata.3";-3.51154543883102;0;-0.693147180559945;-0.287682072451781;0.405465108108164;0;-1;0;1;17
"Acanthocardia paucicostata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Acar domingensis.2";-2.7408400239252;0;1.6094379124341;NA;NA;0;1;NA;0;17
"Acila cobboldae";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Acmaea virginea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Acropora cervicornis.2";-2.7408400239252;0.182321556793955;0.693147180559946;1.09861228866811;NA;1;2;3;0;17
"Acropora horrida.1";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Acropora muricata";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Acropora palmata.1";-2.57587842799373;0.405465108108164;1.79175946922805;NA;NA;1;2;NA;0;17
"Acropora panamensis.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Acteocina canaliculata.3";-2.9338568698359;1.09861228866811;1.09861228866811;1.09861228866811;0.405465108108165;1;1;1;0;17
"Acteocina candei";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;17
"Acteocina puruha.1";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Acteon tornatilis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Admete viridula";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Aequipecten comparilis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Aequipecten eboreus";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Aequipecten opercularis.4";-3.46573590279973;0.287682072451781;0.287682072451781;1.67397643357167;0.575364144903561;1;1;2;0;17
"Aesopus gardnerae";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Aesopus stearnsii";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Agaricia agaricites.3";-2.7408400239252;0.22314355131421;0.510825623765991;0.510825623765991;1.6094379124341;1;2;2;0;17
"Agaricia lamarcki.3";-3.88156379794344;0.693147180559945;0.693147180559945;0.693147180559945;0.693147180559945;1;1;1;0;17
"Alaba incerta.1";-3.88156379794344;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Aligena striata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Aloidis scaphoides.3";-3.51154543883102;0.693147180559945;0;0.693147180559945;0.693147180559945;1;0;1;1;17
"Alveopora daedalea.1";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Amblychilepas scutellum";-3.46573590279973;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Americardia media.2";-2.30258509299405;0.182321556793955;1.28093384546206;1.97408102602201;NA;1;2;3;0;17
"Amphiroa prefragilissima.2";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Amphistegina gibbosa";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Amphistegina trilobata.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Amusium mortoni.3";-3.51154543883102;0;0;0.693147180559945;0.693147180559945;0;0;1;1;17
"Amussiopecten praesignis";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Amygdalum phaseolina.1";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Amygdalum phasiolina.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Anachis avara";-3.46573590279973;0;NA;NA;NA;0;NA;NA;0;17
"Anachis camax";-3.51154543883102;0;NA;NA;NA;0;NA;NA;1;17
"Anachis dappi";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Anachis milleri";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Anadara aequicostata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Anadara antiquata.3";-3.16758253048065;0;-0.693147180559945;-0.980829253011726;0.405465108108164;0;-1;-2;0;17
"Anadara brevifrons.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Anadara burnesi.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Anadara callicestosa";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Anadara clathrata.1";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Anadara concinna.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Anadara crassicosta";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Anadara cumanensis.1";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Anadara granosa.2";-3.88156379794344;-0.405465108108164;0.105360515657827;0.510825623765991;NA;-1;0;1;0;17
"Anadara improcera.1";-3.51154543883102;0.693147180559945;0;NA;NA;1;0;NA;1;17
"Anadara lienosa.4";-3.46573590279973;-0.287682072451781;1.32175583998232;1.32175583998232;0.628608659422374;-1;0;0;0;17
"Anadara notabilis.3";-3.16758253048065;0.287682072451781;0.693147180559945;1.38629436111989;0.693147180559945;1;2;3;0;17
"Anadara nux.1";-3.88156379794344;0.693147180559945;0;NA;NA;1;0;NA;0;17
"Anadara obesa.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Anadara ovalis.1";-2.9338568698359;0.405465108108164;1.09861228866811;NA;NA;1;2;NA;0;17
"Anadara pilula";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Anadara pittieri.2";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Anadara scalaris";-4.58496747867057;-1.09861228866811;NA;NA;NA;-1;NA;NA;0;17
"Anadara transversa.1";-2.7408400239252;0.693147180559945;1.38629436111989;NA;NA;1;2;NA;0;17
"Angulus agilis";-3.46573590279973;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Angulus benedeni.1";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Angulus donacinus.2";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Angulus texanus";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Anodontia alba.1";-2.9338568698359;1.6094379124341;NA;NA;NA;1;NA;NA;0;17
"Anomalocardia brasiliana.1";-3.16758253048065;1.38629436111989;1.38629436111989;NA;NA;1;1;NA;0;17
"Anomia ephippium.4";-3.88156379794344;-0.405465108108164;0;0;0;-1;0;0;0;17
"Anomia peruviana.3";-3.46573590279973;0;-0.693147180559945;0;-0.405465108108164;0;-1;0;0;17
"Anomia simplex.3";-2.9338568698359;-0.693147180559945;-0.693147180559945;0;0;-1;-1;0;0;17
"Antigona casina.1";-4.58496747867057;-0.693147180559945;0;NA;NA;-1;0;NA;0;17
"Antillipecten antillarum";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Antillophos elegans.2";-4.21950770517611;-0.693147180559945;-0.693147180559945;0;NA;-1;-1;0;1;17
"Antillophyllia constricta";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Antropora leucocypha";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Antropora typica.2";-4.21950770517611;0;0;0;NA;0;0;0;1;17
"Aporrhais pespelecani.1";-4.58496747867057;-0.693147180559945;0;NA;NA;-1;0;NA;0;17
"Aporrhais uttingeriana";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Arca avellana.1";-3.88156379794344;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;17
"Arca imbricata.4";-2.30258509299405;0.847297860387204;0.847297860387204;1.25276296849537;1.94591014905531;1;1;2;0;17
"Arca lactea";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Arca noae.4";-4.58496747867057;0;-1.38629436111989;-0.875468737353899;-0.875468737353899;0;-1;0;0;17
"Arca occidentalis.4";-3.16758253048065;0.287682072451781;0.980829253011726;0.980829253011726;0.980829253011726;1;2;2;0;17
"Arca radiata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Arca tetragona.1";-4.58496747867057;-1.09861228866811;-0.693147180559946;NA;NA;-1;0;NA;0;17
"Arca wagneriana";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Arca zebra.2";-3.46573590279973;0;0;0.693147180559945;NA;0;0;1;0;17
"Archaeolithothamnium erythraeum.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Archimediella duplinensis.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Architectonica maxima.3";-4.58496747867057;-0.693147180559945;-0.693147180559945;0.405465108108165;0.405465108108165;-1;-1;0;0;17
"Architectonica nobilis.4";-3.46573590279973;-0.916290731874155;-1.36827585561721;-0.675128675057267;-0.675128675057267;-1;-2;-1;0;17
"Architectonica perspectiva.3";-3.46573590279973;-0.405465108108164;-0.405465108108164;0.287682072451781;-0.117783035656383;-1;-1;0;0;17
"Arcinella arcinella.4";-3.88156379794344;-0.916290731874155;0.182321556793955;0.182321556793955;-0.223143551314209;-1;0;0;0;17
"Arcinella californica.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Arcinella cornuta.2";-3.46573590279973;1.09861228866811;1.09861228866811;1.09861228866811;NA;1;1;1;0;17
"Arcopagia crassa.2";-4.58496747867057;-0.693147180559945;0;0;NA;-1;0;0;0;17
"Arcopagia fausta";-2.9338568698359;1.38629436111989;NA;NA;NA;1;NA;NA;0;17
"Arcopsis adamsi.4";-2.57587842799373;0.182321556793955;1.79175946922805;1.79175946922805;1.79175946922805;1;2;2;0;17
"Arcopsis solida";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Arctica islandica.1";-3.88156379794344;-0.287682072451781;0.117783035656383;NA;NA;-1;0;NA;0;17
"Arene tricarinata";-3.09104245335832;1.09861228866811;NA;NA;NA;1;NA;NA;1;17
"Argopecten gibbus.1";-2.7408400239252;1.09861228866811;0.693147180559946;NA;NA;1;0;NA;0;17
"Argopecten purpuratus.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Argopecten ventricosus.3";-3.16758253048065;0.287682072451781;-0.405465108108164;0.287682072451781;0.287682072451781;1;0;1;0;17
"Aspella senex";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Astarte berryi";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Astarte borealis";-3.88156379794344;1.09861228866811;NA;NA;NA;1;NA;NA;0;17
"Astarte concentrica.1";-4.58496747867057;-0.693147180559945;0;NA;NA;-1;0;NA;0;17
"Astarte crenata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Astarte incerta.1";-3.51154543883102;0;0.693147180559945;NA;NA;0;1;NA;1;17
"Astarte montagui";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Astarte obliquata.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Astarte sulcata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Asterosmilia exarata";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Asterosmilia profunda.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Astraea precursor";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Astraea tuber.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Astralium brevispina.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Astrangia floridana";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Astrea annuligera";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Astrea curta.2";-2.7408400239252;0;1.09861228866811;1.09861228866811;NA;0;1;1;0;17
"Astyris lunata";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Atrina fragilis.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Attiliosa aldridgei";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Attiliosa striata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Aulacomya atra";-3.46573590279973;0;NA;NA;NA;0;NA;NA;0;17
"Balanophyllia elegans";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Balanophyllia pittieri";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Balcis biconica";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Barbatia barbata.4";-4.58496747867057;-0.693147180559945;-1.09861228866811;-0.693147180559945;-0.693147180559945;-1;-2;-1;0;17
"Barbatia candida.1";-2.7408400239252;0.510825623765991;0.510825623765991;NA;NA;1;1;NA;0;17
"Barnea truncata";-3.46573590279973;0;NA;NA;NA;0;NA;NA;0;17
"Basterotia carolina";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Basterotia elliptica";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Biflustra savartii.1";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Bittiolum varium";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Bittium eschrichtii";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Bittium reticulatum.1";-3.46573590279973;0.693147180559945;0;NA;NA;1;0;NA;0;17
"Bolivina alata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Bolivina marginata";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Bolivina paula.1";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Bolivina striatula";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Bolivina subexcavata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Borelis costulatus.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Borelis melo.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Borelis pygmaeus.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Borelis reicheli.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Bornia triangula";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Bostrycapulus aculeatus.1";-2.7408400239252;0.510825623765991;0.510825623765991;NA;NA;1;1;NA;0;17
"Buccella hannai";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Buccinum digitale";-3.46573590279973;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Buccinum undatum";-3.16758253048065;1.38629436111989;NA;NA;NA;1;NA;NA;0;17
"Bulla ampulla.1";-4.58496747867057;0;-0.693147180559945;NA;NA;0;-1;NA;0;17
"Bulla striata.1";-2.43141796483701;0.693147180559945;1.79175946922805;NA;NA;1;2;NA;0;17
"Bullia laevissima";-3.16758253048065;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Burnupena papyracea";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Bursa rugosa.4";-4.21950770517611;-1.09861228866811;-1.09861228866811;-0.693147180559946;-1.09861228866811;-1;-1;0;1;17
"Busycon adversarius";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Busycon amoenum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Busycon bladenense";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Busycon contrarium.1";-3.46573590279973;1.09861228866811;1.09861228866811;NA;NA;1;1;NA;0;17
"Busycon elongatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Busycon obrapum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cadulus quadridentatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Caecum cooperi";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Caecum flemingi";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Caecum floridanum";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Caecum glabrum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Caecum imbricatum";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;17
"Caecum pulchellum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Caecum regulare";-3.09104245335832;0;NA;NA;NA;0;NA;NA;1;17
"Calliostoma jujubinum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Calliostoma virginicum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Calliostoma zizyphinum.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Callista chione.2";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Callucina keenae.1";-3.46573590279973;1.09861228866811;1.09861228866811;NA;NA;1;1;NA;0;17
"Calotrophon ostrearum.1";-3.46573590279973;0.405465108108164;1.09861228866811;NA;NA;1;2;NA;0;17
"Calyptraea centralis.4";-3.46573590279973;-0.693147180559945;0.405465108108165;1.09861228866811;-0.51082562376599;-1;0;1;0;17
"Calyptraea chinensis.2";-3.16758253048065;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Calyptraea kilburni";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cancellaria conradiana";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Cancellaria rotunda";-3.51154543883102;0;NA;NA;NA;0;NA;NA;1;17
"Cancellaria urceolata.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Cancilla flammea.2";-4.21950770517611;0;-0.693147180559945;-0.693147180559945;NA;0;-1;-1;1;17
"Cancris sagra.1";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cardiolucina postalveata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cardiomya ornatissima";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Cardita corbis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cardita variegata";-3.46573590279973;0;NA;NA;NA;0;NA;NA;0;17
"Carditamera arata.2";-3.46573590279973;0;0.405465108108164;1.09861228866811;NA;0;1;2;0;17
"Carditamera gracilis.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Carditella calipsamma";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cardium nodosum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Carolinapecten eboreus.1";-4.58496747867057;-1.09861228866811;-0.693147180559946;NA;NA;-1;0;NA;0;17
"Carolinapecten solaroides";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Carpenteria proteiformis.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Caryocorbula auroraensis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Caryocorbula biradiata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Caryocorbula caribaea";-3.46573590279973;1.09861228866811;NA;NA;NA;1;NA;NA;0;17
"Caryocorbula conradi.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Caryocorbula contracta";-2.9338568698359;1.38629436111989;NA;NA;NA;1;NA;NA;0;17
"Caryophyllia grayi";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Caryophyllia spinosa";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cassidulina carapitana";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cassidulina laevigata";-4.21950770517611;-1.09861228866811;NA;NA;NA;-1;NA;NA;1;17
"Cassidulina minuta";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cassidulina norcrossi";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cassidulina subglobosa.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Cassis flammea.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Cativella navis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Caulastrea portoricensis.2";-3.09104245335832;-0.287682072451781;0;1.09861228866811;NA;-1;0;1;1;17
"Cavilinga scaldensis.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Cavilinga trisulcata.1";-3.88156379794344;-0.916290731874155;0.693147180559945;NA;NA;-1;0;NA;0;17
"Cellaria bassleri";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cellaria mandibulata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Celleporaria albirostris.1";-3.46573590279973;0;1.09861228866811;NA;NA;0;1;NA;0;17
"Celleporaria brunnea.2";-4.21950770517611;0;0;0;NA;0;0;0;1;17
"Celleporaria magnifica";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Cerastoderma edule.4";-3.88156379794344;-0.405465108108164;0;0;0;-1;0;0;0;17
"Cerithiopsis greenii";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Cerithiopsis tubercularis";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Cerithium atratum";-3.46573590279973;1.09861228866811;NA;NA;NA;1;NA;NA;0;17
"Cerithium eburneum";-3.16758253048065;0.405465108108164;NA;NA;NA;1;NA;NA;0;17
