"","genus","phylum","class","order","family","fad","lad","logsize","logvol"
"218202","Sharpirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",168.3,168.3,1.20330491613848,3.0013429008631
"218203","Shasticrioceras","Mollusca","Cephalopoda","","Megacrioceratidae",132.9,129.4,1.76380222407459,4.43504294663885
"218207","Shastites","Mollusca","Cephalopoda","","Trachyceratidae",237,237,1.62043351695929,4.10866675500978
"218208","Sheldonella","Mollusca","Bivalvia","Arcida","Arcidae",23.03,3.6,1.63447727016073,4.16244972949611
"218214","Shikamaia","Mollusca","Bivalvia","Myalinida","Alatoconchidae",279.3,272.3,2.95424250943932,7.91370190408541
"218219","Shirbuirnia","Mollusca","Cephalopoda","Ammonitida","Sonniniidae",170.3,170.3,2.50160692241883,6.4972680396203
"218222","Shishaella","Arthropoda","Ostracoda","Palaeocopida","Paraparchitidae",372.2,259.9,0.264817823009536,-0.0661446106645167
"218234","Shlyginia","Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",458.4,453,1.10754912974469,2.68392524733039
"218238","Sholakoceras","Mollusca","Cephalopoda","Nautilida","Rhiphaeoceratidae",295.5,268.8,1.55545721720465,3.93253516490326
"218243","Shoshonorthis","Brachiopoda","Rhynchonellata","Orthida","Archaeorthidae",470,470,1.17084820364331,2.90750216354528
"218253","Shouchangoceras","Mollusca","Cephalopoda","Goniatitida","Pseudohaloritidae",268.8,265.1,1.63488014076653,4.14782729250497
"218263","Shumardella","Brachiopoda","Rhynchonellata","Rhynchonellida","Petasmariidae",372.2,303.7,1.32633586092875,3.35705713328095
"218276","Shumardia","Arthropoda","Trilobita","Ptychopariida","?Shumardiidae",485.4,453,0.385407648174361,0.0233991615193456
"218364","Shumardites","Mollusca","Cephalopoda","Goniatitida","Shumarditidae",303.7,303.7,1.75610337158511,4.47642772808766
"218376","Shwedagonia","Mollusca","Gastropoda","Murchisoniina","Gosseletinidae",298.9,265.1,1.02484179275553,2.31030654314754
"218399","Siberiothyris","Brachiopoda","Rhynchonellata","Terebratulida","Boreiothyrididae",145,139.8,1.75694023604672,4.60204557933382
"218403","Sibirirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Innaechiidae",410.8,393.3,1.43854234878611,3.68147506544039
"218405","Sibirites","Mollusca","Cephalopoda","Ceratitida","Sibiritidae",251.2,251.2,1.52853106063541,3.85954629373168
"218412","Sibiritoechia","Brachiopoda","Rhynchonellata","Rhynchonellida","Plectorhynchellidae",419.2,419.2,0.869231719730976,2.03545102029559
"218413","Sibyllites","Mollusca","Cephalopoda","Ceratitida","Tropitidae",237,237,1.50147007210041,3.78619193285668
"218414","Sibyllonautilus","Mollusca","Cephalopoda","Nautilida","Tainoceratidae",247.2,208.5,1.77263599534976,4.52124279640176
"218433","Sicanites","Mollusca","Cephalopoda","Prolecanitida","Medlicottiidae",298.9,268.8,1.25684532522671,3.12308637269133
"218450","Sicelia","Brachiopoda","Strophomenata","Orthotetida","Meekellidae",268.8,259.9,1.39497671955456,3.5024581897407
"218456","Sichuanothyris","Brachiopoda","Rhynchonellata","Terebratulida","Gillediidae",254.17,254.17,1.15956719323362,2.87488584928694
"218457","Sicorhyncha","Brachiopoda","Rhynchonellata","Rhynchonellida","Machaerariidae",410.8,410.8,1.16538627562222,2.89171031916943
"218461","Sicularia","Brachiopoda","Strophomenata","Productida","Hercosiidae",268.8,268.8,1.858897957232,4.82360768681554
"218468","Sieberella","Brachiopoda","Rhynchonellata","Pentamerida","Gypidulidae",438.5,382.7,1.42193281327851,3.63345260910654
"218505","Siemiradzkia","Mollusca","Cephalopoda","","Perisphinctidae",168.3,168.3,1.73239375982297,4.41215796147671
"218513","Siganopygaeus","Chordata","bony fish","Perciformes","",59.2,59.2,1.50514997831991,2.65199551988759
"218514","Sigapatella","Mollusca","Gastropoda","Neotaenioglossa","Calyptraeidae",66,1,1.47450763911698,3.63055910044874
"218528","Sigatica","Mollusca","Gastropoda","","Naticidae",66,1,1.13751235312213,2.64111573548497
"218589","Sigmelasma","Brachiopoda","Rhynchonellata","Orthida","Wangyuiidae",467.3,467.3,0.682746592372907,1.49627435991473
"218610","Sigmesalia","Mollusca","Gastropoda","Sorbeoconcha","Turritellidae",66,38,1.77502760009884,4.51290818303274
"218736","Sigmobolbina","Arthropoda","Ostracoda","Palaeocopida","Sigmoopsidae",467.3,453,0.0758943969965902,-0.590523877104436
"218748","Sigmoopsis","Arthropoda","Ostracoda","Palaeocopida","Sigmoopsidae",467.3,453,0.165392726769811,-0.342110699847833
"218754","Signetopsis","Arthropoda","Ostracoda","Palaeocopida","",423,423,0.220631019448092,-0.188790299062564
"218756","Silenites","Arthropoda","Ostracoda","Podocopida","Bairdiocyprididae",387.7,252.17,0.331703301920495,0.119503930159664
"218875","Silesiathyris","Brachiopoda","Rhynchonellata","Terebratulida","Zeilleriidae",247.2,228,1.0175341594372,2.46423167052729
"218900","Silesites","Mollusca","Cephalopoda","","Silesitidae",132.9,113,1.83206161459073,4.68232812827662
"218928","Siliqua","Mollusca","Bivalvia","Solenida","Pharidae",93.9,1,2.30102999566398,6.05703468036906
"218957","Siljanostrophia","Brachiopoda","Rhynchonellata","Orthida","Platystrophiidae",445.2,445.2,1.05063749780132,2.55994197021438
"218959","Sillago","Chordata","bony fish","Perciformes","",33.9,7.246,2.70757017609794,6.10401123221172
"218964","Silurina","Mollusca","Bivalvia","Cyrtodontida","Antipleuridae",419.2,419.2,1.60346915973384,4.07431341691039
"218968","Siluriphorus","Mollusca","Gastropoda","Euomphalina","Pseudophoridae",433.4,410.8,1.45377685969044,3.56969198151099
"218978","Silurus","Chordata","bony fish","Siluriformes","Siluridae",11.62,1,3.69897000433602,8.95021074765356
"218980","Simbirskites","Mollusca","Cephalopoda","Ammonitida","Polyptychitidae",132.9,132.9,2.39093510710338,6.19726938033847
"218997","Simeonella","Arthropoda","Ostracoda","Podocopida","",242,237,-0.0969100130080564,-1.07016291217894
"219009","Similipecten","Mollusca","Bivalvia","Pectinida","Propeamussiidae",33.9,1,1.51188336097887,3.81399331109458
"219016","Similodonta","Mollusca","Bivalvia","Nuculida","Praenuculidae",467.3,430.5,1.21152099724023,2.96025437586147
"219024","Simnia","Mollusca","Gastropoda","Neotaenioglossa","Ovulidae",56,1,1.31048089146268,3.14896430109117
"219056","Simoceras","Mollusca","Cephalopoda","","Aspidoceratidae",152.1,145,1.83884909073726,4.70072697479469
"219070","Simocosmoceras","Mollusca","Cephalopoda","","Perisphinctidae",152.1,152.1,1.50078517291746,3.78433537311702
"219072","Simomactra","Mollusca","Bivalvia","Cardiida","Mactridae",5.333,1,2.01410032151962,5.24147632797863
"219075","Simorthoceras","Mollusca","Cephalopoda","Pseudorthocerida","Pseudorthoceratidae",279.3,279.3,1.8500945943867,4.7312102194055
"219076","Simplicarina","Brachiopoda","Strophomenata","Productida","Productellidae",272.3,272.3,1.10754912974469,2.68392524733039
"219081","Sinamia","Chordata","bony fish","Ospiida","Sinamiidae",145,125,2.39794000867204,5.21509718624103
"219086","Sindeites","Mollusca","Cephalopoda","","Oppeliidae",166.1,166.1,0.898450919198375,2.15158481200811
"219087","Sinezona","Mollusca","Gastropoda","","Scissurellidae",38,1,0.0863598306747482,-0.445146690501613
"219095","Sinistrella","Mollusca","Gastropoda","Neogastropoda","Turridae",41.3,38,0.964165310621735,2.13215585335554
"219103","Sinoceras","Mollusca","Cephalopoda","Orthocerida","Orthoceratidae",467.3,458.4,2.40762880887652,6.24252108363905
"219111","Sinochonetes","Brachiopoda","Strophomenata","Productida","Chonetidae",410.8,358.9,1.0565237240791,2.53861569140097
"219203","Sinocybele","Arthropoda","Trilobita","Phacopida","Encrinuridae",467.3,453,1.80605823761816,3.99859681516789
"219207","Sinodora","Mollusca","Bivalvia","Pholadomyida","",393.3,393.3,1.14921911265538,2.78316979060775
"219209","Sinonia","Mollusca","Bivalvia","Cardiida","Veneridae",100.5,100.5,1.51174971134498,3.8136134302909
"219217","Sinoprimitia","Arthropoda","Ostracoda","Palaeocopida","Leperditellidae",485.4,485.4,-0.230622673923862,-1.44129818388396
"219220","Sinorhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Sinorhynchiidae",247.2,247.2,0.921686475483602,2.18711126488704
"219222","Sinorthis","Brachiopoda","Rhynchonellata","Orthida","Orthidae",485.4,467.3,1.00346053210951,2.42354117960455
"219238","Sinospirifer","Brachiopoda","Rhynchonellata","Spiriferida","Cyrtospiriferidae",382.7,382.7,1.49387611085282,3.84145926074919
"219240","Sinotectirostrum","Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",372.2,372.2,1.24402958903002,3.11908844677252
"219242","Sinuatella","Brachiopoda","Strophomenata","Productida","Aulostegidae",346.7,259.9,1.3392526340327,3.34376778804507
"219245","Sinucosta","Brachiopoda","Rhynchonellata","Spiriferinida","Sinucostidae",247.2,208.5,1.29928933408768,3.27885863979428
"219297","Sinucostella","Brachiopoda","Rhynchonellata","Spiriferinida","Balatonospiridae",247.2,247.2,1.11627558758054,2.74971863788926
"219303","Sinuites","Mollusca","Gastropoda","Bellerophontida","Sinuitidae",485.4,453,1.52400644555737,3.77589129837993
"219360","Sinuites (Sinuites)","Mollusca","Gastropoda","Bellerophontida","Sinuitidae",453,453,1.39410130204004,3.39448008086558
"219361","Sinuitina","Mollusca","Gastropoda","Bellerophontida","Tropidodiscidae",438.5,254.17,1.11226976841727,2.56700161879332
"219389","Sinum","Mollusca","Gastropoda","Neotaenioglossa","Naticidae",66,1,1.5736836930938,3.92174741271539
"219660","Sinum (Sinum)","Mollusca","Gastropoda","","Naticidae",47.8,2.588,1.5736836930938,3.92174741271539
"219671","Sinuopea","Mollusca","Gastropoda","","Sinuopeidae",485.4,485.4,1.51811894714315,3.75860516268522
"219686","Sinuplicorhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",237,228,1.34458874257871,3.40983092768363
"219694","Sinutropis","Mollusca","Gastropoda","Euomphalina","Euomphalidae",453,423,1.50347639443034,3.71561353274281
"219697","Siphocypraea","Mollusca","Gastropoda","","Cypraeidae",20.44,3.6,1.84553211749358,4.71991471943057
"219714","Siphonalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae",93.9,1,2.01644831825904,5.22173746841343
"219821","Siphonaria","Mollusca","Gastropoda","Basommatophora","Siphonariidae",72.1,1,1.7431960814487,4.41944846346388
"219830","Siphonaria (Heterosiphonaria)","Mollusca","Gastropoda","Basommatophora","Siphonariidae",3.6,3.6,1.7431960814487,4.41944846346388
"219831","Siphonosia","Brachiopoda","Strophomenata","Productida","Linoproductidae",279.3,279.3,1.31090562937614,3.26304151835954
"219832","Sirembo","Chordata","bony fish","Ophidiiformes","",47.8,38,2.30102999566398,4.93687923198216
"219835","Sirenites","Mollusca","Cephalopoda","Ceratitida","Trachyceratidae",237,237,1.50528567414413,3.79653490495131
"219860","Sirius","Mollusca","Gastropoda","","Capulidae",33.9,33.9,0.82033284489941,1.70985297616483
"219861","Sisenna","Mollusca","Gastropoda","","Pleurotomariidae",265.1,190.8,1.29203443599474,3.09480412814996
"219913","Sita","Mollusca","Bivalvia","Cardiida","Astartidae",72.1,47.8,0.77706415474243,1.72537022625625
"219918","Sivajiceras","Mollusca","Cephalopoda","","Perisphinctidae",166.1,166.1,2.21537315278342,5.72137268733888
"219919","Sivorthis","Brachiopoda","Rhynchonellata","Orthida","Orthidae",467.3,458.4,1.05295031411773,2.56662891943774
"219926","Sizilites","Mollusca","Cephalopoda","Goniatitida","Adrianitidae",268.8,268.8,1.15691423904194,2.85220266313479
"219929","Skelidorygma","Brachiopoda","Rhynchonellata","Spiriferida","Skelidorygmidae",358.9,346.7,1.55120594374791,4.00721461228032
"219934","Skenea","Mollusca","Gastropoda","","Turbinidae",56,1,0.278067330888663,0.117720868729907
"219950","Skeneopsis","Mollusca","Gastropoda","","Skeneopsidae",3.6,1,0.188084373714938,-0.146475823732787
"219951","Skenidioides","Brachiopoda","Rhynchonellata","Protorthida","Skenidiidae",467.3,393.3,0.884653784654523,2.0800401925232
"220159","Skenidium","Brachiopoda","Rhynchonellata","Protorthida","Skenidiidae",438.5,382.7,0.661654961009683,1.4352930070234
"220172","Skirroceras","Mollusca","Cephalopoda","","Stephanoceratidae",170.3,170.3,2.15836249209525,5.56683359604022
"220174","Slava","Mollusca","Bivalvia","Cyrtodontida","Slavidae",438.5,427.4,1.67135800344349,4.2672781692897
"220183","Slavinka","Mollusca","Bivalvia","Cyrtodontida","Slavidae",433.4,425.6,1.12057393120585,2.70174978043776
"220190","Sleia","Arthropoda","Ostracoda","Podocopida","",430.5,423,0.195715199451725,-0.257947098132834
"220196","Sluha","Mollusca","Bivalvia","Nuculanida","Malletiidae",445.2,438.5,1.4238190919654,3.56368267189258
"220198","Smaragdia","Mollusca","Gastropoda","Archaeogastropoda","Neritidae",20.44,1,0.86421433046133,1.83869229985393
"220292","Smaragdia (Smaragdia)","Mollusca","Gastropoda","","Neritidae",11.62,3.6,0.86421433046133,1.83869229985393
"220301","Smerdis","Chordata","bony fish","Perciformes","Serranidae",47.8,28.1,1.89464830379352,3.77020223493068
"220303","Smithvilloceras","Mollusca","Cephalopoda","Ellesmerocerida","Ellesmeroceratidae",477.7,477.7,1.42455497660671,3.57769778770443
"220305","Snoopyia","Mollusca","Bivalvia","Cyrtodontida","Cardiolidae",423,423,0.477121254719662,0.872823559261095
"220317","Soaresirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Basiliolidae",182.7,182.7,1.09760432887441,2.69573520737713
"220372","Sogxianthyris","Brachiopoda","Rhynchonellata","Terebratulida","",168.3,168.3,1.43759203225396,3.67872745493994
"220373","Sokelasma","Brachiopoda","Rhynchonellata","Terebratulida","Beecheriidae",272.3,259.9,1.23477029516092,3.09231743711317
"220377","Sokolowia","Mollusca","Bivalvia","Ostreida","Ostreidae",56,38,2.11427729656159,5.52621567728546
"220382","Sokolskya","Brachiopoda","Strophomenata","Productida","Rugosochonetidae",315.2,315.2,1.47863863154317,3.74070960823884
"220383","Solamen","Mollusca","Bivalvia","Mytilida","Mytilidae",33.9,1,1.64345267648619,4.18796109431625
"220387","Solamen (Exosiperna)","Mollusca","Bivalvia","Mytilida","Mytilidae",38,38,0.647578554212455,1.35732511784623
"220388","Solariella","Mollusca","Gastropoda","Archaeogastropoda","Trochidae",228,1,1.29841638006129,3.1135419932616
"220490","Solariella (Ethaliopsis)","Mollusca","Gastropoda","","Trochidae",3.6,3.6,0.886913533398546,1.90533885744566
"220491","Solariella (Solariella)","Mollusca","Gastropoda","","Trochidae",41.3,11.62,1.11909085242172,2.5870288316077
"220498","Solarioconulus","Mollusca","Gastropoda","","Trochidae",237,208.5,0.828820955124929,1.73477470264811
"220509","Solariorbis","Mollusca","Gastropoda","","Tornidae",72.1,1,0.430719887863282,0.565920193528779
"220607","Solariproetus","Arthropoda","Trilobita","Proetida","Rorringtoniidae",453,443.4,1.19395897801919,2.28584945938742
"220612","Solea","Chordata","bony fish","Pleuronectiformes","",33.9,2.588,2.84509804001426,6.49883855463928
"220621","Solecurtus","Mollusca","Bivalvia","Cardiida","Solecurtidae",330.9,1,2,5.20139809270719
"220681","Solemya","Mollusca","Bivalvia","Solemyida","Solemyidae",425.6,41.3,1.96848294855394,5.11181518488765
"220775","Solemya (Petrasma)","Mollusca","Bivalvia","Solemyida","Solemyidae",166.1,1,1.95712819767681,5.07954085862717
"220782","Solen","Mollusca","Bivalvia","Solenida","Solenidae",83.6,1,2.26670196688409,5.95946195396485
"220850","Solen (Ensisolen)","Mollusca","Bivalvia","Solenida","Solenidae",38,1,2.07918124604762,5.42645995415249
"220879","Solena","Mollusca","Bivalvia","Solenida","Solenidae",47.8,3.6,2.20411998265592,5.78158122378716
"220908","Solena (Eosolen)","Mollusca","Bivalvia","Veneroida","Solenidae",59.2,28.1,2.07889161984022,5.42563673127315
"220989","Solena (Plectosolen)","Mollusca","Bivalvia","Veneroida","Solenidae",56,28.1,1.69679308508174,4.33957390982498
"221014","Soleniscus","Mollusca","Gastropoda","Murchisoniina","Soleniscidae",387.7,254.17,1.76835344863081,4.49331237513496
"221151","Solenoceras","Mollusca","Cephalopoda","","Diplomoceratidae",83.6,72.1,1.66903780088516,3.49181660054439
"221166","Solenochilus","Mollusca","Cephalopoda","Nautilida","Solenochilidae",358.9,279.3,2.13404954274051,5.5009283591123
"221174","Solenomorpha","Mollusca","Bivalvia","Pholadomyoida","Grammysiidae",407.6,237,1.38201704257487,3.44486606420238
"221200","Soletellina","Mollusca","Bivalvia","Cardiida","Psammobiidae",47.8,3.6,2.0899051114394,5.45694107471365
"221204","Solgerites","Mollusca","Cephalopoda","Ammonitida","Collignoniceratidae",89.8,89.8,1.92001891602891,4.9207544379047
"221208","Solyma","Mollusca","Bivalvia","Cardiida","Tellinidae",100.5,56,1.38969754820639,3.46669685091708
"221304","Somalinautilus","Mollusca","Cephalopoda","Nautilida","Paracenoceratidae",157.3,157.3,1.71420997089275,4.36286707125159
"221305","Somalirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",168.3,152.1,1.54145442874759,3.97902046422137
"221381","Somalitela","Brachiopoda","Rhynchonellata","Terebratulida","Zeilleriidae",157.3,157.3,1.13481437032046,2.80331904617298
"221382","Somalithyris","Brachiopoda","Rhynchonellata","Terebratulida","Postepithyrididae",166.1,163.5,1.53339070801755,3.95570616524718
"221392","Somapecten","Mollusca","Bivalvia","Pectinida","Entoliidae",157.3,157.3,1.33425264233423,3.30910228975369
"221393","Somapteria","Mollusca","Bivalvia","Ostreida","Pteriidae",157.3,157.3,1.46538285144842,3.68182197311405
"221394","Somoholites","Mollusca","Cephalopoda","Goniatitida","Somoholitidae",315.2,295.5,1.48258776952677,3.73500757810384
"221435","Songkania","Arthropoda","Trilobita","Proetida","Aulacopleuridae",440.8,438.5,1.20262452357898,2.31009698135576
"221439","Songzichonetes","Brachiopoda","Strophomenata","Productida","Anopliidae",254.17,254.17,0.468937805665461,0.865295356926053
"221440","Sonneratia","Mollusca","Cephalopoda","","Hoplitidae",125,113,1.98596507830487,5.09951503933857
"221458","Sonninia","Mollusca","Cephalopoda","Ammonitida","Sonniniidae",174.1,170.3,2.33445375115093,6.0441650781107
"221465","Sonninia (Euhoploceras)","Mollusca","Cephalopoda","Ammonitida","Sonniniidae",170.3,170.3,2.33445375115093,6.0441650781107
"221469","Sororcula","Mollusca","Gastropoda","Archaeogastropoda","Cirridae",237,208.5,0.824234339721464,1.72130805677145
"221472","Sortanella","Brachiopoda","Strophomenata","Strophomenida","Leptestiidae",453,453,0.997968548669343,2.37186294489809
"221473","Sosioceras","Mollusca","Cephalopoda","Goniatitida","Pseudohaloritidae",268.8,268.8,0.99563519459755,2.41502272743333
"221477","Sosiolytes","Mollusca","Gastropoda","Euomphalina","Anomphalidae",268.8,268.8,1.36097188372594,3.29720963080799
"221478","Sowerbya","Mollusca","Bivalvia","Cardiida","Sowerbyidae",166.1,157.3,1.48201557645071,3.72909821890176
"221491","Sowerbyceras","Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae",163.5,157.3,1.93931953107824,4.97307271443796
"221497","Sowerbyella","Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae",485.4,419.2,1.16544218238474,2.84879240832185
"221567","Sowerbyella (Rugosowerbyella)","Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae",453,445.2,1.04834467854007,2.51532350078143
"221571","Sowerbyella (Sowerbyella)","Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae",467.3,453,1.16544218238474,2.84879240832185
"221643","Spanila","Mollusca","Bivalvia","Cyrtodontida","Spanilidae",430.5,419.2,1.37675939540488,3.42992192126494
"221666","Spanionema","Mollusca","Gastropoda","","Spanionematidae",387.7,382.7,1.47667559589974,3.63692438371349
"221671","Spaniorinus","Mollusca","Bivalvia","Cardiida","Galeommatidae",72.1,5.333,0.922408254745473,2.13849095028604
"221679","Spanodonta","Brachiopoda","Strophomenata","Strophomenida","Taffiidae",477.7,467.3,1.0778219507849,2.59926853333989
"221685","Spargospinosa","Brachiopoda","Strophomenata","Productida","Linoproductidae",279.3,268.8,1.56145917124192,3.97656497652993
"221688","Sparnodus","Chordata","bony fish","Perciformes","Sparidae",56,56,2.14612803567824,4.49217279680358
"221689","Sparus","Chordata","bony fish","Perciformes","",47.8,5.333,2.84509804001426,6.49883855463928
"221708","Spasskothyris","Brachiopoda","Rhynchonellata","Terebratulida","Spasskothyrididae",145,145,1.75350645699097,4.59211763735799
"221709","Spathella","Mollusca","Bivalvia","Modiomorphida","Modiomorphidae",387.7,346.7,1.6170003411209,4.11277394920229
"221735","Spathelopsis","Mollusca","Bivalvia","Nuculanida","Malletiidae",330.9,330.9,1.02530586526477,2.4309633338075
"221737","Spathites (Jeanrogericeras)","Mollusca","Cephalopoda","","Acanthoceratidae",93.9,93.9,1.97053282976832,5.05768276381771
"221739","Spathites (Spathites)","Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae",93.9,93.9,1.83884909073726,4.70072697479469
"221740","Spathochlamys","Mollusca","Bivalvia","Pectinida","Pectinidae",11.62,1,1.44870631990508,3.63442121322531
"221772","Speetoniceras","Mollusca","Cephalopoda","","Olcostephanidae",132.9,132.9,1.95539908663927,5.01665964844104
"221774","Speightia","Mollusca","Gastropoda","Neogastropoda","",41.3,41.3,1.82756311125472,4.66715637313638
"221779","Sphaeragnostus","Arthropoda","Trilobita","Agnostida","Sphaeragnostidae",467.3,453,0.649623282751904,0.762714921801479
"221789","Sphaerexochus","Arthropoda","Trilobita","Phacopida","Cheiruridae",458.4,425.6,1.30449052777349,2.59513364263579
"221848","Sphaeriola","Mollusca","Bivalvia","Lucinida","Lucinidae",254.17,168.3,1.22963065550851,3.01172860244216
"221858","Sphaerirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Hebetoechiidae",440.8,410.8,1.29070224328785,3.2540311427953
"221943","Sphaerocoeloceras","Mollusca","Cephalopoda","Ammonitida","Hammatoceratidae",182.7,182.7,1.64777405026883,4.18277887934364
"221948","Sphaerocoryphe","Arthropoda","Trilobita","Phacopida","Cheiruridae",467.3,430.5,0.510545010206612,0.373552641643641
"221968","Sphaerocypraea","Mollusca","Gastropoda","","Ovulidae",59.2,11.62,1.87880893235921,4.81761793678782
"221988","Sphaeroidothyris","Brachiopoda","Rhynchonellata","Terebratulida","Loboidothyrididae",190.8,166.1,1.46553155697355,3.75950783589767
"222083","Sphaeronassa","Mollusca","Gastropoda","Neogastropoda","",13.82,13.82,1.44153803870216,3.53375788769693
"222087","Sphaerophthalmus","Arthropoda","Trilobita","Ptychopariida","Olenidae",485.4,485.4,1.0111473607758,1.77431459126046
"222112","Sphenalosia","Brachiopoda","Strophomenata","Productida","Strophalosiidae",268.8,268.8,1.62664826847401,4.16220972832901
"222114","Sphenarina","Brachiopoda","Rhynchonellata","Rhynchonellida","Frieleiidae",2.588,2.588,0.886772643054438,2.08616635932305
"222118","Sphenia","Mollusca","Bivalvia","Myoida","Myidae",66,1,1.47856649559384,3.71929467833288
"222145","Spheniopsis","Mollusca","Bivalvia","Myoida","Spheniopsidae",38,5.333,0.645815118296642,1.35231279245905
"222163","Sphenoclymenia","Mollusca","Cephalopoda","Clymeniida","Sphenoclymeniidae",372.2,372.2,1.93186451349203,4.95286435990425
"222167","Sphenodiscus","Mollusca","Cephalopoda","","Sphenodiscidae",72.1,72.1,2.43324964882884,6.31197162634012
"222360","Sphenophragmus","Brachiopoda","Rhynchonellata","Orthida","Draboviidae",387.7,387.7,0.931966114728173,2.21683235651686
"222368","Sphenorhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Prionorhynchiidae",174.1,166.1,1.44216608578472,3.69195222488302
"222384","Sphenosphaera","Mollusca","Gastropoda","Bellerophontida","Bellerophontidae",453,438.5,1.39174915510537,3.38757400153848
"222398","Sphenospira","Brachiopoda","Rhynchonellata","Spiriferida","Cyrtospiriferidae",372.2,372.2,1.67412598274271,4.36260818740359
"222402","Sphenosteges","Brachiopoda","Strophomenata","Productida","Aulostegidae",272.3,265.1,1.44090908206522,3.63326383669537
"222424","Sphenotomorpha","Mollusca","Bivalvia","Modiomorphida","Modiomorphidae",423,407.6,1.51481329499929,3.82232124778996
"222428","Sphenotreta","Brachiopoda","Rhynchonellata","Rhynchonellida","Sphenotretidae",467.3,445.2,0.552363981786685,1.11930456321542
"222430","Sphenotrigonia","Mollusca","Bivalvia","Trigoniida","",113,113,2.08843986195743,5.45277630347863
"222431","Sphingites","Mollusca","Cephalopoda","Ceratitida","Sphingitidae",237,228,1.49375670623807,3.76528327232142
"222436","Sphoeroides","Chordata","bony fish","Tetraodontiformes","Tetraodontidae",7.246,1,2.64345267648619,5.9199369655754
"222438","Sphooceras","Mollusca","Cephalopoda","Lituitida","Sphooceratidae",427.4,419.2,2.0477031081343,5.26686863449503
"222443","Sphyraena","Chordata","bony fish","Perciformes","Sphyraenidae",72.1,1,3.31175386105575,7.83855592587072
"222481","Spicara","Chordata","bony fish","Perciformes","",28.1,1,2.57978359661681,5.73715006254062
"222486","Spinacanthus","Chordata","bony fish","Tetraodontiformes","",56,56,2.81954393554187,6.42547554034854
"222487","Spinarella","Brachiopoda","Strophomenata","Productida","Productellidae",279.3,272.3,1.65079303965193,4.23096892646011
"222495","Spinatrypa","Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",433.4,372.2,1.44459122564296,3.6989639304718
"222823","Spinatrypina","Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",433.4,382.7,1.41747169320329,3.62055435894692
"222886","Spinatrypina (Exatrypa)","Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",382.7,382.7,1.41747169320329,3.62055435894692
"222887","Spinella","Brachiopoda","Rhynchonellata","Spiriferida","Adolfiidae",410.8,407.6,1.46864266839151,3.76850286240822
"222888","Spinella","Brachiopoda","Rhynchonellata","Spiriferida","Adolfiidae",430.5,407.6,1.46864266839151,3.76850286240822
"222901","Spineoterebra","Mollusca","Gastropoda","Neogastropoda","",20.44,20.44,1.24353410183206,2.95240351950609
"222903","Spinifrons","Brachiopoda","Strophomenata","Productida","Productidae",290.1,265.1,1.69108149212297,4.34570191214215
"222925","Spinigera","Mollusca","Gastropoda","Neotaenioglossa","Aporrhaidae",168.3,166.1,1.41027096425218,3.44195541851691
"222929","Spinobairdia","Arthropoda","Ostracoda","Podocopida","Bairdiidae",265.1,254.17,0.0969100130080564,-0.532192554512808
"222931","Spinocarinifera","Brachiopoda","Strophomenata","Productida","Productidae",372.2,358.9,1.20790353038605,2.96971334058592
"222952","Spinochonetes","Brachiopoda","Strophomenata","Productida","Strophochonetidae",438.5,438.5,0.914166793875637,2.13321328368841
"222953","Spinocyrtia","Brachiopoda","Rhynchonellata","Spiriferida","Spinocyrtiidae",393.3,382.7,1.83979218444533,4.84159195751675
"223163","Spinofacia","Chordata","bony fish","","",323.2,323.2,2,4.07265533019375
"223165","Spinomarginifera","Brachiopoda","Strophomenata","Productida","Productellidae",298.9,252.17,1.38309692994909,3.46862706327363
"223647","Spinomartinia","Brachiopoda","Rhynchonellata","Spiriferida","Martiniidae",295.5,254.17,1.38003024796783,3.51230147203907
"223662","Spinomelon","Mollusca","Gastropoda","Neogastropoda","Volutidae",38,38,2.06863106371432,5.3749499120353
"223664","Spinorthis","Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae",453,453,1.0912481182519,2.67735776106452
"223668","Spinosipella","Mollusca","Bivalvia","Poromyida","Verticordiidae",38,38,1.37106786227174,3.41374451682434
"223669","Spinulicosta","Brachiopoda","Strophomenata","Productida","Productellidae",419.2,382.7,1.18341221197843,2.89996724929051
